x,y
11.375000178441406,4.625000077858568
11.375000178441406,4.5750000771135095
11.375000178441406,4.5250000763684515
11.375000178441406,4.475000075623393
11.375000178441406,4.425000074878335
11.375000178441406,4.375000074133277
11.375000178441406,4.325000073388219
11.375000178441406,4.275000072643161
11.375000178441406,4.225000071898103
11.375000178441406,4.175000071153045
11.375000178441406,4.125000070407987
11.375000178441406,4.075000069662929
11.375000178441406,4.025000068917871
11.352639498333208,3.980278708701475
11.33027881822501,3.9355573484850788
11.307918138116811,3.890835988268683
11.27500017695129,3.825000065937638
11.22649305122121,3.8128732845051183
11.177985925491132,3.800746503072599
11.129478799761053,3.788619721640079
11.080971674030973,3.776492940207559
11.032464548300894,3.764366158775039
10.983957422570816,3.7522393773425198
10.935450296840736,3.74011259591
10.886943171110657,3.72798581447748
10.838436045380577,3.71585903304496
10.7899289196505,3.7037322516124407
10.74142179392042,3.691605470179921
10.675000168010593,3.675000063702464
10.625037108534519,3.6769217198361592
10.575074049058447,3.6788433759698544
10.525110989582373,3.680765032103549
10.4751479301063,3.6826866882372444
10.425184870630225,3.6846083443709396
10.375221811154153,3.686530000504635
10.32525875167808,3.68845165663833
10.275295692202006,3.690373312772025
10.225332632725934,3.69229496890572
10.17536957324986,3.6942166250394153
10.125406513773786,3.6961382811731105
10.075443454297712,3.6980599373068057
10.02548039482164,3.6999815934405005
9.975517335345566,3.7019032495741957
9.925554275869493,3.703824905707891
9.87559121639342,3.705746561841586
9.825628156917347,3.7076682179752813
9.775665097441273,3.709589874108976
9.7257020379652,3.7115115302426713
9.675738978489127,3.7134331863763665
9.625775919013053,3.7153548425100618
9.57581285953698,3.717276498643757
9.525849800060907,3.7191981547774517
9.475886740584833,3.721119810911147
9.42592368110876,3.723041467044842
9.375000148639083,3.725000064447522
9.33964480905292,3.7603554040336853
9.304289469466758,3.795710743619848
9.268934129880595,3.8310660832060113
9.233578790294432,3.866421422792174
9.198223450708268,3.9017767623783373
9.162868111122105,3.9371321019645
9.127512771535942,3.9724874415506632
9.075000144168735,4.025000068917871
9.052639464060537,4.069721429134267
9.030278783952339,4.1144427893506625
9.00791810384414,4.159164149567059
8.985557423735942,4.203885509783455
8.963196743627744,4.2486068699998505
8.92500014193356,4.325000073388219
8.92500014193356,4.375000074133277
8.92500014193356,4.425000074878335
8.92500014193356,4.475000075623393
8.92500014193356,4.5250000763684515
8.92500014193356,4.5750000771135095
8.92500014193356,4.625000077858568
8.92500014193356,4.675000078603626
8.92500014193356,4.725000079348684
8.92500014193356,4.775000080093742
8.92500014193356,4.8250000808388
8.938736198533112,4.873076278937232
8.952472255132665,4.9211524770356645
8.966208311732217,4.969228675134096
8.979944368331768,5.017304873232529
8.993680424931322,5.065381071330961
9.007416481530873,5.113457269429394
9.025000143423677,5.175000086054206
9.047360823531875,5.2197214462706025
9.075000144168735,5.275000087544322
9.110355483754898,5.310355427130485
9.175000145658851,5.3750000890344385
9.210355485245014,5.410355428620601
9.275000147148967,5.475000090524555
9.316602662485785,5.5027351007491
9.358205177822603,5.530470110973646
9.425000149384141,5.575000092014671
9.469721509600538,5.597360772122869
9.514442869816934,5.619721452231067
9.559164230033328,5.642082132339265
9.603885590249725,5.664442812447462
9.648606950466121,5.6868034925556605
9.693328310682517,5.709164172663859
9.738049670898913,5.731524852772057
9.78277103111531,5.753885532880255
9.827492391331706,5.776246212988452
9.8722137515481,5.79860689309665
9.916935111764497,5.8209675732048485
9.961656471980893,5.843328253313047
10.00637783219729,5.865688933421245
10.051099192413686,5.888049613529443
10.09582055263008,5.910410293637641
10.140541912846476,5.932770973745838
10.22500016130507,5.975000097975135
10.269721521521467,5.997360778083333
10.314442881737863,6.0197214581915315
10.359164241954257,6.04208213829973
10.403885602170654,6.064442818407927
10.44860696238705,6.086803498516125
10.493328322603446,6.109164178624323
10.538049682819842,6.131524858732521
10.582771043036239,6.153885538840719
10.627492403252635,6.176246218948917
10.67221376346903,6.198606899057115
10.716935123685426,6.220967579165313
10.761656483901822,6.243328259273511
10.825000170245767,6.275000102445484
10.866602685582585,6.302735112670029
10.908205200919403,6.330470122894575
10.975000172480941,6.3750001039356
11.025000173226,6.425000104680658
11.075000173971057,6.475000105425716
11.125000174716115,6.525000106170774
11.175000175461173,6.575000106915832
11.225000176206231,6.62500010766089
11.27500017695129,6.675000108405948
11.325000177696348,6.725000109151006
11.375000178441406,6.775000109896064
11.422434344050755,6.7908114984325145
11.469868509660106,6.806622886968964
11.52500018067658,6.825000110641122
11.575000181421638,6.87500011138618
